active,calibration_rounds,candidate_opportunities,condition,deep_faces_global,faces,gate_admissions,gate_deep_window,gate_window,global_spatial_rms_centi,lindsey_fallbacks,lindsey_statuses,lindsey_valid_rounds,max_rounds,methods,mode,parent_scale,round_admitted_prefix,runtime,seed,stages,vertices,window_deep_faces,window_faces,window_nonquad_rms_centi
131,6,833,flat_p78_gauss_equaln,92,226,18,0,0,1.713559641268217,2,"{""nonconverged"": 2, ""valid"": 4}",4,3,"{""BH-fallback"": 2, ""lindsey"": 4}",baseline_k4,0.25,21,1.64,2,3,487,2,9,0.5976977378048518
81,6,756,flat_p78_clean,0,128,0,0,0,0.345178682675373,0,"{""empty-input"": 6}",0,3,"{""permutation-BH"": 6}",perm_bh_k05,0.25,0,2.01,4,3,289,0,6,0.0936393612343515
81,6,759,flat_p78_corr05,0,128,0,0,0,9.232206757085844,0,"{""empty-input"": 6}",0,3,"{""permutation-BH"": 6}",perm_bh_k05,0.25,0,2.43,1,3,289,0,6,6.302938436928607
81,6,759,flat_p78_heavytail,0,128,0,0,0,6.192443149297433,0,"{""empty-input"": 6}",0,3,"{""permutation-BH"": 6}",perm_bh_k05,0.25,0,2.18,2,3,289,0,6,1.501368752236768
99,6,636,flat_p97_clean,30,164,6,0,0,0.24578970851965676,1,"{""nonconverged"": 1, ""valid"": 5}",5,3,"{""BH-fallback"": 1, ""lindsey"": 5}",baseline_k4,0.25,7,2.01,3,3,361,0,6,0.05464238219088783
81,6,762,flat_p50_clean,0,128,0,0,0,0.28850538131521114,0,"{""empty-input"": 6}",0,3,"{""permutation-BH"": 6}",perm_bh_k05,0.25,0,1.96,1,3,289,0,6,0.05857644083503477
81,6,756,flat_p78_heavytail,0,128,0,0,0,13.736394484884473,0,"{""empty-input"": 6}",0,3,"{""permutation-BH"": 6}",perm_bh_k05,0.25,0,2.05,0,3,289,0,6,4.072212433580838
81,6,762,flat_p50_clean,0,128,0,0,0,0.3127417659639202,0,"{""empty-input"": 6}",0,3,"{""permutation-BH"": 6}",perm_bh_k05,0.25,0,1.96,3,3,289,0,6,0.1642646990092401
94,6,641,flat_p97_clean,18,153,5,0,0,0.13865771755869458,2,"{""nonconverged"": 2, ""valid"": 4}",4,3,"{""BH-fallback"": 2, ""lindsey"": 4}",baseline_k4,0.25,5,2.78,4,3,340,0,6,0.017350310767878352
230,6,656,flat_p78_clean,326,415,117,0,9,0.21642409173315827,3,"{""nonconverged"": 3, ""valid"": 3}",3,3,"{""BH-fallback"": 3, ""lindsey"": 3}",baseline_k4,0.25,118,2.24,3,3,874,20,24,0.04621477822246887
