event,stage,round,sweep,phase,kind,id,x,y,depth,gate,old_h,proposal_h,post_h,mu_lin,mu_prior,raw_beta,xTx,xTr,n_points,fit_points,lambda,sigma_sq,loss,parent0,parent1,p0h,p1h,clamped
88,1,6,-1,gate_promote,post_promote,1665,0.01171875,0.244140625,9,1,-235.35400705079363,-235.35604393078273,-235.35604393078273,-235.35400705079363,-235.35400705079363,-49.465478795602436,0.00049643990448788151,-0.024556637568736203,23,11,4,15741.035997273853,0,1604,1491,-199.07857134564961,-271.62944275593765,0
89,1,7,-1,gate_activate,pre_activate,1831,0.01953125,0.2265625,8,0,21.132724205210671,28.582375785915676,28.576293511059774,28.576293511059774,28.576293511059774,94.804031814838297,0.00039016627320001009,0.036989335777530649,29,14,0,3047.4163928657572,0,1420,1394,-174.30659903855394,231.45918606067349,0
90,1,7,-1,gate_activate,post_activate,1831,0.01953125,0.2265625,8,1,21.132724205210671,28.582375785915676,28.582375785915676,28.576293511059774,28.576293511059774,94.804031814838297,0.00039016627320001009,0.036989335777530649,29,14,4,2324.5851595040831,0,1420,1394,-174.30659903855394,231.45918606067349,0
91,1,7,-1,gate_activate,pre_activate,1745,0.01953125,0.234375,8,0,-48.883394248309372,-167.65560063928029,-167.70528387003924,-167.70528387003924,-167.70528387003924,63.436408960745581,0.0019065704275784952,0.12094598135633298,108,56,4,524.50199873816575,0,1541,1357,-115.37315370254444,-220.03741403753403,0
92,1,7,-1,gate_activate,post_activate,1745,0.01953125,0.234375,8,1,-48.883394248309372,-167.65560063928029,-167.65560063928029,-167.70528387003924,-167.70528387003924,63.436408960745581,0.0019065704275784952,0.12094598135633298,108,56,4,1921.4104749645242,0,1541,1357,-115.37315370254444,-220.03741403753403,0
93,1,7,-1,gate_activate,pre_activate,1830,0.015625,0.23046875,8,0,-67.745116897148563,-197.15051027747603,-197.172006538044,-197.172006538044,-197.172006538044,50.990826670545204,0.0005213267729652773,0.026582883118987127,60,31,4,1918.1827058527156,0,1420,1357,-174.30659903855394,-220.03741403753403,0
94,1,7,-1,gate_activate,post_activate,1830,0.015625,0.23046875,8,1,-67.745116897148563,-197.15051027747603,-197.15051027747603,-197.172006538044,-197.172006538044,50.990826670545204,0.0005213267729652773,0.026582883118987127,60,31,4,4695.1884210462858,0,1420,1357,-174.30659903855394,-220.03741403753403,0
95,1,7,-1,gate_activate,pre_activate,1747,0.021484375,0.236328125,9,0,-34.089751377475793,-129.42897414432775,-129.47630663911372,-129.47630663911372,-129.47630663911372,227.9592937497502,0.00059356411356003267,0.13530845612234157,89,43,0,1.0000000000000001e+300,0,1597,1541,-143.57945957568302,-115.37315370254444,0
96,1,7,-1,gate_activate,post_activate,1747,0.021484375,0.236328125,9,1,-34.089751377475793,-129.42897414432775,-129.42897414432775,-129.47630663911372,-129.47630663911372,227.9592937497502,0.00059356411356003267,0.13530845612234157,89,43,4,4540.449874623353,0,1597,1541,-143.57945957568302,-115.37315370254444,0
97,1,7,-1,gate_promote,pre_promote,1408,0.0234375,0.2421875,7,0,-67.121505113832001,83.68767351597343,-67.121505113832001,-67.121505113832001,-67.121505113832001,126.13415838800164,0.050127301230307501,6.3227649529466756,530,264,0,19.949208823462239,0,1357,1358,-220.03741403753403,85.794403809870033,0
98,1,7,-1,gate_promote,post_promote,1408,0.0234375,0.2421875,7,1,-67.121505113832001,83.68767351597343,83.68767351597343,-67.121505113832001,-67.121505113832001,95.783740910820967,0.050127301230307501,4.8013804336024508,530,264,9.8261909246962905e-05,8.7660585376295597,0,1357,1358,-220.03741403753403,85.794403809870033,0
99,1,7,-1,gate_promote,pre_promote,1537,0.01953125,0.23046875,8,0,5.7108860115697269,5.8729279795792406,5.7108860115697269,5.7108860115697269,5.7108860115697269,182.5248095028646,0.0026991804157484407,0.49266739119834702,135,68,0,370.48283033081935,0,1394,1357,231.45918606067349,-220.03741403753403,0
100,1,7,-1,gate_promote,post_promote,1537,0.01953125,0.23046875,8,1,5.7108860115697269,5.8729279795792406,5.8729279795792406,5.7108860115697269,5.7108860115697269,182.5248095028646,0.0026991804157484407,0.49266739119834702,135,68,4,543.91530528967075,0,1394,1357,231.45918606067349,-220.03741403753403,0
101,1,7,-1,gate_promote,pre_promote,1598,0.01953125,0.24609375,8,0,-3.8120180276227273,-3.0612911585988671,-3.8120180276227273,-3.8120180276227273,-3.8120180276227273,36.630762088797233,0.078398431817864392,2.8717943040549816,239,125,0,12.755357177592591,0,1408,1404,83.68767351597343,-91.311709571218884,0
102,1,7,-1,gate_promote,post_promote,1598,0.01953125,0.24609375,8,1,-3.8120180276227273,-3.0612911585988671,-3.0612911585988671,-3.8120180276227273,-3.8120180276227273,36.630762088797233,0.078398431817864392,2.8717943040549816,239,125,4,13.861556339173665,0,1408,1404,83.68767351597343,-91.311709571218884,0
103,1,7,-1,gate_promote,pre_promote,1541,0.0234375,0.234375,7,0,-115.37315370254444,-110.67052223798871,-115.37315370254444,-115.37315370254444,-115.37315370254444,-53.899550673381952,0.0023610017703849209,-0.12725693456280654,148,74,0,423.54902590224111,0,1407,1357,-10.708893367554836,-220.03741403753403,0
104,1,7,-1,gate_promote,post_promote,1541,0.0234375,0.234375,7,1,-115.37315370254444,-110.67052223798871,-110.67052223798871,-115.37315370254444,-115.37315370254444,-54.287630722410313,0.0023610017703849209,-0.12817319224561358,148,74,9.8261909246962905e-05,364.79149508537773,0,1407,1357,-10.708893367554836,-220.03741403753403,0
105,1,7,-1,gate_activate,pre_activate,1749,0.017578125,0.23828125,9,0,-30.376153884079276,-128.23506086135478,-128.25177623114644,-128.25177623114644,-128.25177623114644,-23.146614523777593,0.0011524286449091888,-0.026674821609872362,30,12,0,4127.9596493342169,0,1603,1597,-188.32868220151255,-68.174870260780295,0
106,1,7,-1,gate_activate,post_activate,1749,0.017578125,0.23828125,9,1,-30.376153884079276,-128.23506086135478,-128.23506086135478,-128.25177623114644,-128.25177623114644,-23.146614523777593,0.0011524286449091888,-0.026674821609872362,30,12,4,1983.386666148534,0,1603,1597,-188.32868220151255,-68.174870260780295,0
107,1,7,-1,gate_promote,pre_promote,1601,0.015625,0.24609375,8,0,-123.49313568779766,-123.46806817708857,-123.49313568779766,-123.49313568779766,-123.49313568779766,27.415553279147186,0.00143460452577521,0.039330476810895951,100,52,0,697.05621447111707,0,1404,1490,-91.311709571218884,-155.67456180437645,0
108,1,7,-1,gate_promote,post_promote,1601,0.015625,0.24609375,8,1,-123.49313568779766,-123.46806817708857,-123.46806817708857,-123.49313568779766,-123.49313568779766,27.415553279147186,0.00143460452577521,0.039330476810895951,100,52,4,1584.6283656931698,0,1404,1490,-91.311709571218884,-155.67456180437645,0
109,1,7,-1,gate_activate,pre_activate,1809,0.02734375,0.25,8,0,45.947882789364371,41.424505982835676,41.517875464597807,41.517875464597807,41.517875464597807,-109.26370284672585,0.0024479082838113082,-0.2674675233183974,105,57,0,659.73409540900491,0,1489,1358,-2.7586528806744255,85.794403809870033,0
110,1,7,-1,gate_activate,post_activate,1809,0.02734375,0.25,8,1,45.947882789364371,41.424505982835676,41.424505982835676,41.517875464597807,41.517875464597807,-109.26370284672585,0.0024479082838113082,-0.2674675233183974,105,57,4,410.48073267042565,0,1489,1358,-2.7586528806744255,85.794403809870033,0
111,1,7,-1,gate_promote,pre_promote,1594,0.013671875,0.236328125,9,0,-237.09519898429704,-237.09002626990764,-237.09519898429704,-237.09519898429704,-237.09519898429704,-15.304158951421329,0.0011697722700660348,-0.017902380758055555,49,26,0,854.86724689032769,0,1357,1484,-220.03741403753403,-254.15298393106008,0
112,1,7,-1,gate_promote,post_promote,1594,0.013671875,0.236328125,9,1,-237.09519898429704,-237.09002626990764,-237.09002626990764,-237.09519898429704,-237.09519898429704,-15.304158951421329,0.0011697722700660348,-0.017902380758055555,49,26,4,6192.881130095604,0,1357,1484,-220.03741403753403,-254.15298393106008,0
113,1,7,-1,gate_promote,pre_promote,1490,0.015625,0.2421875,7,0,-155.67456180437645,-64.982020858480638,-155.67456180437645,-155.67456180437645,-155.67456180437645,24.715654586007712,0.016821266011050193,0.4157486004284684,131,66,0,59.448557518981147,0,1404,1357,-91.311709571218884,-220.03741403753403,0
114,1,7,-1,gate_promote,post_promote,1490,0.015625,0.2421875,7,1,-155.67456180437645,-64.982020858480638,-64.982020858480638,-155.67456180437645,-155.67456180437645,-47.278053607852485,0.016821266011050193,-0.79527671622237794,131,66,9.8261909246962905e-05,25.799672522856078,0,1404,1357,-91.311709571218884,-220.03741403753403,0
115,1,7,-1,gate_activate,pre_activate,1813,0.017578125,0.24609375,9,0,-2.0762604038872929,-63.248056006118567,-63.264679667843716,-63.264679667843716,-63.264679667843716,30.197268471242079,0.0010686443856916116,0.032270141415015163,36,20,0,1272.7325103466912,0,1601,1598,-123.46806817708857,-3.0612911585988671,0
116,1,7,-1,gate_activate,post_activate,1813,0.017578125,0.24609375,9,1,-2.0762604038872929,-63.248056006118567,-63.248056006118567,-63.264679667843716,-63.264679667843716,30.197268471242079,0.0010686443856916116,0.032270141415015163,36,20,4,1798.1203636256826,0,1601,1598,-123.46806817708857,-3.0612911585988671,0
117,1,7,-1,gate_promote,pre_promote,1746,0.0234375,0.23828125,8,0,-13.491424361007638,-13.532989726856895,-13.491424361007638,-13.491424361007638,-13.491424361007638,-54.153186662423337,0.0037174010618749431,-0.20130911360280451,109,50,0,269.00514185995058,0,1541,1408,-110.67052223798871,83.68767351597343,0
118,1,7,-1,gate_promote,post_promote,1746,0.0234375,0.23828125,8,1,-13.491424361007638,-13.532989726856895,-13.532989726856895,-13.491424361007638,-13.491424361007638,-54.153186662423337,0.0037174010618749431,-0.20130911360280451,109,50,4,305.51903999737596,0,1541,1408,-110.67052223798871,83.68767351597343,0
119,1,7,-1,gate_promote,pre_promote,1599,0.02734375,0.24609375,8,0,84.741038662921738,84.607777687995593,84.741038662921738,84.741038662921738,84.741038662921738,89.789402797354668,0.11966762345671997,10.744884444357597,224,111,4,8.3564791471075601,0,1408,1358,83.68767351597343,85.794403809870033,0
120,1,7,-1,gate_promote,post_promote,1599,0.02734375,0.24609375,8,1,84.741038662921738,84.607777687995593,84.607777687995593,84.741038662921738,84.741038662921738,89.789402797354668,0.11966762345671997,10.744884444357597,224,111,4,6.1731100394678373,0,1408,1358,83.68767351597343,85.794403809870033,0
121,1,7,-1,gate_promote,pre_promote,1740,0.017578125,0.236328125,9,0,-144.10614214915717,-144.11206113385978,-144.10614214915717,-144.10614214915717,-144.10614214915717,-66.550454182572366,0.0026201313373735461,-0.17437093052020022,33,17,4,296.27446350981961,0,1357,1597,-220.03741403753403,-68.174870260780295,0
122,1,7,-1,gate_promote,post_promote,1740,0.017578125,0.236328125,9,1,-144.10614214915717,-144.11206113385978,-144.11206113385978,-144.10614214915717,-144.10614214915717,-66.550454182572366,0.0026201313373735461,-0.17437093052020022,33,17,4,1461.5045162550477,0,1357,1597,-220.03741403753403,-68.174870260780295,0
123,1,7,-1,gate_activate,pre_activate,1810,0.0234375,0.24609375,8,0,24.337892560481116,40.576800824141856,40.464510317649498,40.464510317649498,40.464510317649498,105.86711578955794,0.008702818611489381,0.92134230563806618,146,76,4,114.90530190756925,0,1489,1408,-2.7586528806744255,83.68767351597343,0
124,1,7,-1,gate_activate,post_activate,1810,0.0234375,0.24609375,8,1,24.337892560481116,40.576800824141856,40.576800824141856,40.464510317649498,40.464510317649498,105.86711578955794,0.008702818611489381,0.92134230563806618,146,76,4,93.619078166608958,0,1489,1408,-2.7586528806744255,83.68767351597343,0
125,1,7,-1,gate_activate,pre_activate,1539,0.0390625,0.234375,7,0,91.360665405994865,21.654075308172505,-72.906301386138523,-72.906301386138523,-72.906301386138523,143.78571062522064,8.0508928465208832e-05,0.011576033491045107,8,4,0,12420.98268310815,0,1407,1362,-10.708893367554836,-135.1037094047222,0
126,1,7,-1,gate_activate,post_activate,1539,0.0390625,0.234375,7,1,91.360665405994865,21.654075308172505,21.654075308172505,-72.906301386138523,-72.906301386138523,143.78571062522064,8.0508928465208832e-05,0.011576033491045107,8,4,9.8261909246962905e-05,10199.685518357275,0,1407,1362,-10.708893367554836,-135.1037094047222,0
127,1,8,-1,gate_activate,pre_activate,1940,0.017578125,0.23046875,9,0,-95.730560263237138,-98.902967996587421,-98.916275357805517,-98.916275357805517,-98.916275357805517,1924.9247999227584,2.9521227830889968e-05,0.056826143575850037,11,4,0,39447.31495909574,0,1830,1537,-200.12042555870741,2.2878748430963736,0
128,1,8,-1,gate_activate,post_activate,1940,0.017578125,0.23046875,9,1,-95.730560263237138,-98.902967996587421,-98.902967996587421,-98.916275357805517,-98.916275357805517,1924.9247999227584,2.9521227830889968e-05,0.056826143575850037,11,4,4,90888.845622394612,0,1830,1537,-200.12042555870741,2.2878748430963736,0
129,1,8,-1,gate_activate,pre_activate,1955,0.02734375,0.2421875,8,0,-14.789374946337201,45.516198230833211,45.688477800736031,45.688477800736031,45.688477800736031,-198.78652384498244,0.0025033617445884256,-0.49763457913324388,118,60,4,399.46284317946572,0,1538,1408,-2.8633925019172288,94.240348103389294,0
130,1,8,-1,gate_activate,post_activate,1955,0.02734375,0.2421875,8,1,-14.789374946337201,45.516198230833211,45.516198230833211,45.688477800736031,45.688477800736031,-198.78652384498244,0.0025033617445884256,-0.49763457913324388,118,60,4,254.8044673096656,0,1538,1408,-2.8633925019172288,94.240348103389294,0
131,1,8,-1,gate_promote,pre_promote,1923,0.017578125,0.232421875,9,0,-113.78413048297843,-113.70438506140172,-113.78413048297843,-113.78413048297843,-113.78413048297843,163.18312560663901,0.001625174020764371,0.26520097636303891,37,18,0,615.31872108666141,0,1537,1357,2.2878748430963736,-229.85613580905323,0
132,1,8,-1,gate_promote,post_promote,1923,0.017578125,0.232421875,9,1,-113.78413048297843,-113.70438506140172,-113.70438506140172,-113.78413048297843,-113.78413048297843,163.18312560663901,0.001625174020764371,0.26520097636303891,37,18,4,2006.1178741920867,0,1537,1357,2.2878748430963736,-229.85613580905323,0
133,1,8,-1,gate_activate,pre_activate,1939,0.015625,0.232421875,9,0,-208.60471028778903,-214.98933932505258,-214.9882806838803,-214.9882806838803,-214.9882806838803,-95.208495396192987,0.00014794350571049704,-0.014085478582334509,19,10,0,1.0000000000000001e+300,0,1830,1357,-200.12042555870741,-229.85613580905323,0
134,1,8,-1,gate_activate,post_activate,1939,0.015625,0.232421875,9,1,-208.60471028778903,-214.98933932505258,-214.98933932505258,-214.9882806838803,-214.9882806838803,-95.208495396192987,0.00014794350571049704,-0.014085478582334509,19,10,4,22070.94961813368,0,1830,1357,-200.12042555870741,-229.85613580905323,0
135,1,8,-1,gate_activate,pre_activate,1964,0.0205078125,0.2353515625,10,0,-148.56595363919701,-142.73378275969898,-142.7915308985383,-142.7915308985383,-142.7915308985383,236.61486477366472,0.00038252867746695616,0.09051197129089264,26,11,0,47090.441234966813,0,1747,1745,-102.28521340035756,-183.29784839671902,0
136,1,8,-1,gate_activate,post_activate,1964,0.0205078125,0.2353515625,10,1,-148.56595363919701,-142.73378275969898,-142.73378275969898,-142.7915308985383,-142.7915308985383,236.61486477366472,0.00038252867746695616,0.09051197129089264,26,11,4,6829.7097136759285,0,1747,1745,-102.28521340035756,-183.29784839671902,0
137,1,8,-1,gate_activate,pre_activate,1996,0.025390625,0.244140625,9,0,84.214356089447591,84.935387026689014,85.050223994393178,85.050223994393178,85.050223994393178,-54.014800505092339,0.0027332885927170356,-0.14763803805845527,70,36,4,365.85964711686239,0,1408,1599,94.240348103389294,75.860099885397048,0
138,1,8,-1,gate_activate,post_activate,1996,0.025390625,0.244140625,9,1,84.214356089447591,84.935387026689014,84.935387026689014,85.050223994393178,85.050223994393178,-54.014800505092339,0.0027332885927170356,-0.14763803805845527,70,36,4,224.10982057906529,0,1408,1599,94.240348103389294,75.860099885397048,0
139,1,8,-1,gate_activate,pre_activate,1742,0.021484375,0.240234375,9,0,-8.8404775084643354,13.168763134676517,13.216227125278664,13.216227125278664,13.216227125278664,-217.31216188061256,0.00075993913017714961,-0.16514401527646863,101,46,4,1315.8948661676229,0,1597,1408,-67.807893852831967,94.240348103389294,0
140,1,8,-1,gate_activate,post_activate,1742,0.021484375,0.240234375,9,1,-8.8404775084643354,13.168763134676517,13.168763134676517,13.216227125278664,13.216227125278664,-217.31216188061256,0.00075993913017714961,-0.16514401527646863,101,46,4,1271.6360556142342,0,1597,1408,-67.807893852831967,94.240348103389294,0
141,1,9,-1,gate_activate,pre_activate,2079,0.021484375,0.23046875,9,0,25.459151439866382,25.999971570833125,25.976682341343803,25.976682341343803,25.976682341343803,695.01446352895346,5.4378758140383067e-05,0.037794023416309046,16,7,0,1.0000000000000001e+300,0,1744,1537,49.124214650768366,2.8291500319192404,0
142,1,9,-1,gate_activate,post_activate,2079,0.021484375,0.23046875,9,1,25.459151439866382,25.999971570833125,25.999971570833125,25.976682341343803,25.976682341343803,695.01446352895346,5.4378758140383067e-05,0.037794023416309046,16,7,4,18744.591986185795,0,1744,1537,49.124214650768366,2.8291500319192404,0
143,1,9,-1,gate_activate,pre_activate,2055,0.025390625,0.2421875,9,0,69.964412952062659,71.710949242090521,71.828642535407752,71.828642535407752,71.828642535407752,-136.06043827828313,0.0021227685043990674,-0.28882481307187269,54,31,0,1.0000000000000001e+300,0,1955,1408,46.297536876996794,97.359748193818703,0
144,1,9,-1,gate_activate,post_activate,2055,0.025390625,0.2421875,9,1,69.964412952062659,71.710949242090521,71.710949242090521,71.828642535407752,71.828642535407752,-136.06043827828313,0.0021227685043990674,-0.28882481307187269,54,31,4,382.04687413301428,0,1955,1408,46.297536876996794,97.359748193818703,0
145,1,10,-1,gate_activate,pre_activate,2131,0.0263671875,0.2421875,10,0,59.063089706202277,58.789284313700165,58.814813823568031,58.814813823568031,58.814813823568031,-176.91149113824369,0.00043320196676285312,-0.076638405904036228,21,9,0,3543.0289844926351,0,1955,2055,46.059259466005273,71.570368181130789,0
146,1,10,-1,gate_activate,post_activate,2131,0.0263671875,0.2421875,10,1,59.063089706202277,58.789284313700165,58.789284313700165,58.814813823568031,58.814813823568031,-176.91149113824369,0.00043320196676285312,-0.076638405904036228,21,9,4,2280.4237114672078,0,1955,2055,46.059259466005273,71.570368181130789,0
