gx,gy,wala,wac,g_hat,f_true
0.075,0.2916666667,4.5,4.058333333,-475.2530039,-86.67552417
0.075,0.3083333333,4.5,4.141666667,-468.8634966,-69.34564627
0.075,0.325,4.5,4.225,-462.4739894,-51.83261693
0.075,0.3416666667,4.5,4.308333333,-410.3797782,-37.22094074
0.075,0.3583333333,4.5,4.391666667,-436.278949,-28.66447038
0.075,0.375,4.5,4.475,-439.8942964,-28.05360154
0.075,0.3916666667,4.5,4.558333333,-395.4676416,-35.07491882
0.075,0.4083333333,4.5,4.641666667,-351.0409867,-47.3692654
0.075,0.425,4.5,4.725,-306.6143319,-61.66461346
0.075,0.4416666667,4.5,4.808333333,-301.2193675,-75.05955073
0.075,0.4583333333,4.5,4.891666667,-503.4008049,-85.7290483
0.075,0.475,4.5,4.975,-601.7940414,-92.93000049
0.075,0.4916666667,4.5,5.058333333,-285.0344744,-96.62249963
0.075,0.5083333333,4.5,5.141666667,-280.9403416,-97.05104728
0.075,0.525,4.5,5.225,-278.1470403,-94.45201195
0.075,0.5416666667,4.5,5.308333333,-275.3537391,-88.90410428
0.075,0.5583333333,4.5,5.391666667,-257.0798188,-80.28857073
0.075,0.575,4.5,5.475,-269.7671366,-68.34322569
0.075,0.5916666667,4.5,5.558333333,-245.4011344,-52.8308486
0.075,0.6083333333,4.5,5.641666667,-221.0351322,-33.85343639
0.075,0.625,4.5,5.725,-196.66913,-12.28045119
0.075,0.6416666667,4.5,5.808333333,-180.4519594,9.902393562
0.075,0.6583333333,4.5,5.891666667,-164.2347888,29.68333137
0.075,0.675,4.5,5.975,-148.0176182,43.83363254
0.075,0.6916666667,4.5,6.058333333,-143.0946445,50.22446697
0.075,0.7083333333,4.5,6.141666667,-138.1716708,48.86306882
0.075,0.725,4.5,6.225,-133.2486971,41.88034656
0.075,0.7416666667,4.5,6.308333333,-128.3257234,32.47943816
0.075,0.7583333333,4.5,6.391666667,-119.8338573,23.62215624
0.075,0.775,4.5,6.475,-107.7730988,17.23401258
0.075,0.7916666667,4.5,6.558333333,-95.7123403,14.12617381
0.075,0.8083333333,4.5,6.641666667,-93.39038048,14.348782
0.075,0.825,4.5,6.725,-98.34637418,17.6180286
0.075,0.8416666667,4.5,6.808333333,-85.33740015,23.62743214
0.075,0.8583333333,4.5,6.891666667,-72.32842611,32.21374276
0.075,0.875,4.5,6.975,-32.56390114,43.40931232
0.075,0.8916666667,4.5,7.058333333,-8.659606983,57.40082056
0.075,0.9083333333,4.5,7.141666667,15.24468718,74.37778389
0.075,0.925,4.5,7.225,39.14898133,94.23770477
0.075,0.9416666667,4.5,7.308333333,19.48419289,116.1666257
0.075,0.9583333333,4.5,7.391666667,-0.1805955512,138.2651861
0.075,0.975,4.5,7.475,-19.84538399,157.5668002
0.075,0.9916666667,4.5,7.558333333,-39.51017244,170.7593164
0.09166666667,0.008333333333,5.5,2.641666667,-369.7188111,-59.32539802
0.09166666667,0.025,5.5,2.725,-357.9052371,-45.31058377
0.09166666667,0.04166666667,5.5,2.808333333,-346.091663,-35.77333343
0.09166666667,0.05833333333,5.5,2.891666667,-334.2780889,-33.44190143
0.09166666667,0.075,5.5,2.975,-322.4645148,-39.22763893
0.09166666667,0.09166666667,5.5,3.058333333,-310.6509407,-51.76065819
0.09166666667,0.1083333333,5.5,3.141666667,-358.3049182,-68.08503042
0.09166666667,0.125,5.5,3.225,-405.9588957,-84.97998795
0.09166666667,0.1416666667,5.5,3.308333333,-421.7255109,-100.0253415
0.09166666667,0.1583333333,5.5,3.391666667,-437.492126,-111.9524389
0.09166666667,0.175,5.5,3.475,-430.9346896,-120.4171807
0.09166666667,0.1916666667,5.5,3.558333333,-424.3772532,-125.5686693
0.09166666667,0.2083333333,5.5,3.641666667,-417.8198167,-127.6810282
0.09166666667,0.225,5.5,3.725,-411.2623803,-126.9318822
0.09166666667,0.2416666667,5.5,3.808333333,-404.7049439,-123.308889
0.09166666667,0.2583333333,5.5,3.891666667,-398.231472,-116.6140284
0.09166666667,0.275,5.5,3.975,-391.8419648,-106.5674277
0.09166666667,0.2916666667,5.5,4.058333333,-385.4524576,-93.04254502
