x0,y0,h0,x1,y1,h1,x2,y2,h2,n_pts
0.0234375,0.58984375,-464.0722268,0.0234375,0.5859375,-412.1473967,0.01953125,0.58984375,-378.9418854,13
0.021484375,0.591796875,-306.8812761,0.0234375,0.59375,-515.997057,0.01953125,0.59375,-352.0196654,10
0.017578125,0.591796875,-362.3391298,0.01953125,0.59375,-352.0196654,0.01953125,0.58984375,-378.9418854,46
0.375,0.4375,111.6375878,0.4375,0.4375,110.9367749,0.375,0.5,139.4092499,71
0.375,0.4375,111.6375878,0.375,0.375,83.86592567,0.4375,0.4375,110.9367749,399
0.3125,0.46875,34.25764608,0.34375,0.46875,97.67681811,0.3125,0.5,83.71604846,0
0.3125,0.46875,34.25764608,0.3125,0.4375,55.94438636,0.34375,0.46875,97.67681811,4
0.34375,0.46875,97.67681811,0.375,0.4375,111.6375878,0.3125,0.4375,55.94438636,192
0.34375,0.46875,97.67681811,0.375,0.5,139.4092499,0.375,0.4375,111.6375878,6
0.3125,0.46875,34.25764608,0.3125,0.4375,55.94438636,0.28125,0.46875,41.9836167,23
0.09375,0.84375,-106.0508338,0.125,0.8125,-30.3416897,0.125,0.875,14.88615477,4
0.1875,0.875,7.07666589,0.1875,0.8125,-56.7460703,0.25,0.875,-0.7328229907,0
0.15625,0.84375,-20.92995776,0.125,0.875,14.88615477,0.125,0.8125,-30.3416897,0
0.09375,0.8125,-98.29637389,0.09375,0.84375,-106.0508338,0.125,0.8125,-30.3416897,7
0.09375,0.8125,-98.29637389,0.0625,0.8125,-93.21006775,0.09375,0.84375,-106.0508338,68
0.0625,0.875,-44.42641512,0.0625,0.9375,45.21468798,0,0.875,344.3432676,8
0.0625,0.875,-44.42641512,0.125,0.875,14.88615477,0.0625,0.9375,45.21468798,21
0.09375,0.84375,-106.0508338,0.0625,0.875,-44.42641512,0.125,0.875,14.88615477,41
0.0185546875,0.6494140625,-206.5332796,0.01953125,0.6484375,-226.4911883,0.01953125,0.650390625,-204.2123735,12
0.001953125,0.568359375,-428.3166479,0.00390625,0.5703125,-481.6183735,0.00390625,0.56640625,-437.801753,5
0.001953125,0.568359375,-428.3166479,0,0.5703125,-215.9222191,0.00390625,0.5703125,-481.6183735,5
0.02734375,0.64453125,-257.8961159,0.03125,0.6484375,-247.5188655,0.0234375,0.6484375,-260.6715675,36
0.02734375,0.64453125,-257.8961159,0.03125,0.640625,-255.1206642,0.03125,0.6484375,-247.5188655,51
0.0078125,0.65234375,-79.392421,0.0078125,0.6484375,-123.9500506,0.01171875,0.65234375,-113.5728002,15
0.017578125,0.638671875,-237.2004531,0.01953125,0.63671875,-192.9748378,0.01953125,0.640625,-274.8497173,19
0.00390625,0.64453125,-0.6322334258,0.0078125,0.640625,-213.0653099,0.0078125,0.6484375,-123.9500506,5
0.01171875,0.64453125,-202.6880595,0.0078125,0.6484375,-123.9500506,0.0078125,0.640625,-213.0653099,28
0.00390625,0.640625,161.3006262,0.0078125,0.640625,-213.0653099,0.00390625,0.63671875,-20.09390764,8
0.0078125,0.63671875,-101.7271353,0.00390625,0.63671875,-20.09390764,0.0078125,0.640625,-213.0653099,2
0.0078125,0.63671875,-101.7271353,0.0078125,0.6328125,-170.1264197,0.00390625,0.63671875,-20.09390764,2
0.046875,0.75,-75.48415496,0.046875,0.765625,-45.90228474,0.03125,0.75,-12.5303977,5
0.0625,0.78125,-115.82399,0.0625,0.8125,-93.21006775,0.03125,0.78125,46.63334273,86
0.0078125,0.7421875,154.5965646,0.015625,0.75,50.53265827,0.015625,0.734375,90.56081705,1
0.0078125,0.7421875,154.5965646,0,0.75,-201.3062903,0.015625,0.75,50.53265827,1
0.001953125,0.638671875,112.6357512,0,0.63671875,14.7783038,0.00390625,0.63671875,-20.09390764,2
0.001953125,0.638671875,112.6357512,0,0.640625,-144.7045514,0,0.63671875,14.7783038,2
0.0234375,0.6953125,-163.9560415,0.03125,0.6875,-47.03772362,0.03125,0.703125,-113.0702003,16
0.0234375,0.7109375,-36.83025664,0.03125,0.703125,-113.0702003,0.03125,0.71875,-179.1026769,83
0.0390625,0.7109375,-173.5517736,0.03125,0.703125,-113.0702003,0.046875,0.703125,-168.0008702,47
0.0390625,0.7109375,-173.5517736,0.03125,0.71875,-179.1026769,0.03125,0.703125,-113.0702003,54
0.0390625,0.6953125,-107.5192969,0.03125,0.703125,-113.0702003,0.046875,0.703125,-168.0008702,20
0.0390625,0.6953125,-107.5192969,0.03125,0.6875,-47.03772362,0.03125,0.703125,-113.0702003,7
0.0234375,0.703125,-134.677917,0.0234375,0.6953125,-163.9560415,0.03125,0.703125,-113.0702003,8
0.0234375,0.703125,-134.677917,0.015625,0.703125,105.4421636,0.0234375,0.6953125,-163.9560415,6
